GPT2,Mistral-7B,pythia-12b-deduped,LLaMa-3.1-8B,Mistral-24B
5.548712730407715,6.37890625,4.55586051940918,6.428752899169922,6.609375
5.409367084503174,6.55078125,4.679070949554443,6.117649555206299,6.42578125
2.531168222427368,2.58984375,2.703464269638061,3.1107542514801025,2.029296875
2.17782998085022,2.107421875,2.2800545692443848,2.67614483833313,1.9287109375
2.6460208892822266,2.46484375,2.612786054611206,3.008430242538452,2.330078125
2.182106733322144,2.095703125,2.4424397945404053,2.9963016510009766,2.021484375
6.044616222381592,5.57421875,5.351987838745117,5.600141525268555,6.6171875
5.419497966766357,5.609375,5.11856746673584,5.814236164093018,7.0703125
5.440279483795166,6.18359375,5.089792728424072,5.931527614593506,7.01171875
4.82383394241333,5.77734375,5.181030750274658,6.175922870635986,6.8984375
6.710008382797241,9.3076171875,7.79805463552475,7.980260848999023,8.91064453125
6.932761669158936,9.43359375,7.877135455608368,8.262305706739426,8.95458984375
7.243788480758667,9.458740234375,8.111671090126038,8.25102299451828,8.92822265625
7.187008917331696,10.04150390625,8.275012731552124,9.422396540641785,9.55419921875
5.607954502105713,5.77734375,6.562690258026123,6.55810022354126,5.31640625
5.996820449829102,5.87890625,6.265002250671387,6.859133720397949,5.53125
5.149243354797363,6.37890625,6.396406650543213,6.799365520477295,5.359375
5.069172859191895,6.8671875,6.134491443634033,6.7805562019348145,5.3359375
3.1543126106262207,4.58984375,5.289027690887451,5.170639514923096,4.79296875
4.21103572845459,5.625,5.716297149658203,5.987339973449707,5.44140625
3.9604032039642334,4.7421875,5.166550636291504,5.441761016845703,4.375
3.789790630340576,4.51171875,5.09410285949707,5.309270858764648,4.49609375
6.59029483795166,3.8483963012695312,5.411623954772949,4.745716094970703,3.396484375
6.59029483795166,3.8483963012695312,5.411623954772949,4.745716094970703,3.396484375
6.59029483795166,3.8483963012695312,5.411623954772949,4.745716094970703,3.396484375
6.59029483795166,3.8483943939208975,5.411623954772949,4.745716094970703,3.396484375
2.094670295715332,3.240234375,1.902131199836731,3.261585235595703,3.669921875
2.4267983436584477,3.15625,1.8998491764068604,3.6737842559814453,3.810546875
2.0998125076293945,2.662109375,1.820625901222229,3.2229549884796143,3.087890625
2.359973907470703,3.685546875,2.008636236190796,4.0923566818237305,3.732421875
2.071775436401367,2.76171875,2.8383288383483887,2.362663745880127,3.716796875
2.036125659942627,2.578125,2.5094423294067383,2.4694769382476807,3.90625
2.5270495414733887,3.0546875,3.0504071712493896,2.7817702293395996,4.21875
2.40717887878418,3.677734375,3.1415369510650635,3.156430959701538,4.34765625
1.6688272356987,1.8388671875,1.964866816997528,1.7171400785446167,1.63232421875
1.4876070022583008,1.8173828125,1.7666672468185425,2.010401666164398,2.01513671875
1.2603706121444702,1.44140625,1.542888879776001,1.4508345127105713,1.50634765625
1.2539128065109253,1.396484375,1.7085910439491272,1.4299256801605225,1.63525390625
4.734700441360474,4.575355529785156,5.616521835327148,4.9159128069877625,5.658203125
5.116212368011475,6.707176208496094,6.11945378780365,6.0663498640060425,6.05078125
4.64260470867157,5.159143447875977,5.291499495506287,5.02413809299469,5.5546875
5.297160387039185,6.471916198730469,6.178572654724121,6.489600658416748,6.208984375
5.798855870962143,5.4725341796875,6.571021854877472,6.274060696363449,6.415771484375
6.108575701713562,5.93115234375,6.873199701309204,6.632582187652588,6.69921875
5.971088707447052,5.4102783203125,6.26853209733963,5.844886392354965,6.180908203125
5.912599444389343,5.827880859375,6.357040047645569,6.306042045354843,6.373046875
