passage_id,version,model,surprisal
7,B,GPT2,1.871240496635437
7,B,Mistral-7B,4.203125
7,B,pythia-12b-deduped,3.927876472473145
7,B,LLaMa-3.1-8B,3.5732522010803223
7,B,Mistral-24B,2.72265625
7,C,GPT2,2.161892890930176
7,C,Mistral-7B,4.19921875
7,C,pythia-12b-deduped,4.629067897796631
7,C,LLaMa-3.1-8B,3.5822484493255615
7,C,Mistral-24B,2.5703125
7,D,GPT2,1.980690598487854
7,D,Mistral-7B,4.3046875
7,D,pythia-12b-deduped,3.993600845336914
7,D,LLaMa-3.1-8B,3.780597686767578
7,D,Mistral-24B,2.630859375
8,A,GPT2,2.949431896209717
8,A,Mistral-7B,3.7578125
8,A,pythia-12b-deduped,3.4003963470458984
8,A,LLaMa-3.1-8B,3.9086010456085205
8,A,Mistral-24B,3.7109375
8,B,GPT2,2.9772167205810547
8,B,Mistral-7B,4.0
8,B,pythia-12b-deduped,3.90959358215332
8,B,LLaMa-3.1-8B,4.106618881225586
8,B,Mistral-24B,4.24609375
8,C,GPT2,3.0454113483428955
8,C,Mistral-7B,3.193359375
8,C,pythia-12b-deduped,3.413925170898437
8,C,LLaMa-3.1-8B,3.978959560394287
8,C,Mistral-24B,3.79296875
8,D,GPT2,3.187617778778076
8,D,Mistral-7B,3.537109375
8,D,pythia-12b-deduped,4.011546611785889
8,D,LLaMa-3.1-8B,3.814441680908203
8,D,Mistral-24B,4.234375
9,A,GPT2,5.568660736083984
9,A,Mistral-7B,6.0625
9,A,pythia-12b-deduped,4.314845085144043
9,A,LLaMa-3.1-8B,5.726081848144531
9,A,Mistral-24B,6.34375
9,B,GPT2,5.579971790313721
9,B,Mistral-7B,6.859375
9,B,pythia-12b-deduped,4.840554237365723
9,B,LLaMa-3.1-8B,6.2540364265441895
9,B,Mistral-24B,6.5625
9,C,GPT2,5.548712730407715
9,C,Mistral-7B,6.37890625
9,C,pythia-12b-deduped,4.55586051940918
9,C,LLaMa-3.1-8B,6.428752899169922
9,C,Mistral-24B,6.609375
9,D,GPT2,5.409367084503174
9,D,Mistral-7B,6.55078125
9,D,pythia-12b-deduped,4.679070949554443
9,D,LLaMa-3.1-8B,6.117649555206299
9,D,Mistral-24B,6.42578125
10,A,GPT2,2.531168222427368
10,A,Mistral-7B,2.58984375
10,A,pythia-12b-deduped,2.703464269638061
10,A,LLaMa-3.1-8B,3.1107542514801025
10,A,Mistral-24B,2.029296875
10,B,GPT2,2.17782998085022
10,B,Mistral-7B,2.107421875
10,B,pythia-12b-deduped,2.2800545692443848
10,B,LLaMa-3.1-8B,2.67614483833313
10,B,Mistral-24B,1.9287109375
10,C,GPT2,2.6460208892822266
10,C,Mistral-7B,2.46484375
10,C,pythia-12b-deduped,2.612786054611206
10,C,LLaMa-3.1-8B,3.008430242538452
10,C,Mistral-24B,2.330078125
10,D,GPT2,2.182106733322144
10,D,Mistral-7B,2.095703125
10,D,pythia-12b-deduped,2.4424397945404053
10,D,LLaMa-3.1-8B,2.9963016510009766
10,D,Mistral-24B,2.021484375
11,A,GPT2,6.044616222381592
11,A,Mistral-7B,5.57421875
11,A,pythia-12b-deduped,5.351987838745117
11,A,LLaMa-3.1-8B,5.600141525268555
11,A,Mistral-24B,6.6171875
11,B,GPT2,5.419497966766357
11,B,Mistral-7B,5.609375
11,B,pythia-12b-deduped,5.11856746673584
11,B,LLaMa-3.1-8B,5.814236164093018
11,B,Mistral-24B,7.0703125
11,C,GPT2,5.440279483795166
11,C,Mistral-7B,6.18359375
11,C,pythia-12b-deduped,5.089792728424072
11,C,LLaMa-3.1-8B,5.931527614593506
11,C,Mistral-24B,7.01171875
11,D,GPT2,4.82383394241333
11,D,Mistral-7B,5.77734375
11,D,pythia-12b-deduped,5.181030750274658
11,D,LLaMa-3.1-8B,6.175922870635986
11,D,Mistral-24B,6.8984375
12,A,GPT2,6.710008382797241
12,A,Mistral-7B,9.3076171875
12,A,pythia-12b-deduped,7.79805463552475
12,A,LLaMa-3.1-8B,7.980260848999023
12,A,Mistral-24B,8.91064453125
12,B,GPT2,6.932761669158936
12,B,Mistral-7B,9.43359375
12,B,pythia-12b-deduped,7.877135455608368
12,B,LLaMa-3.1-8B,8.262305706739426
12,B,Mistral-24B,8.95458984375
12,C,GPT2,7.243788480758667
12,C,Mistral-7B,9.458740234375
12,C,pythia-12b-deduped,8.111671090126038
12,C,LLaMa-3.1-8B,8.25102299451828
12,C,Mistral-24B,8.92822265625
12,D,GPT2,7.187008917331696
12,D,Mistral-7B,10.04150390625
12,D,pythia-12b-deduped,8.275012731552124
12,D,LLaMa-3.1-8B,9.422396540641785
12,D,Mistral-24B,9.55419921875
13,A,GPT2,5.607954502105713
13,A,Mistral-7B,5.77734375
13,A,pythia-12b-deduped,6.562690258026123
13,A,LLaMa-3.1-8B,6.55810022354126
13,A,Mistral-24B,5.31640625
13,B,GPT2,5.996820449829102
13,B,Mistral-7B,5.87890625
13,B,pythia-12b-deduped,6.265002250671387
13,B,LLaMa-3.1-8B,6.859133720397949
13,B,Mistral-24B,5.53125
13,C,GPT2,5.149243354797363
13,C,Mistral-7B,6.37890625
13,C,pythia-12b-deduped,6.396406650543213
13,C,LLaMa-3.1-8B,6.799365520477295
13,C,Mistral-24B,5.359375
13,D,GPT2,5.069172859191895
13,D,Mistral-7B,6.8671875
13,D,pythia-12b-deduped,6.134491443634033
13,D,LLaMa-3.1-8B,6.7805562019348145
13,D,Mistral-24B,5.3359375
14,A,GPT2,3.1543126106262207
14,A,Mistral-7B,4.58984375
14,A,pythia-12b-deduped,5.289027690887451
14,A,LLaMa-3.1-8B,5.170639514923096
14,A,Mistral-24B,4.79296875
14,B,GPT2,4.21103572845459
14,B,Mistral-7B,5.625
14,B,pythia-12b-deduped,5.716297149658203
14,B,LLaMa-3.1-8B,5.987339973449707
14,B,Mistral-24B,5.44140625
14,C,GPT2,3.9604032039642334
14,C,Mistral-7B,4.7421875
14,C,pythia-12b-deduped,5.166550636291504
14,C,LLaMa-3.1-8B,5.441761016845703
14,C,Mistral-24B,4.375
14,D,GPT2,3.789790630340576
14,D,Mistral-7B,4.51171875
14,D,pythia-12b-deduped,5.09410285949707
14,D,LLaMa-3.1-8B,5.309270858764648
14,D,Mistral-24B,4.49609375
15,A,GPT2,6.59029483795166
15,A,Mistral-7B,3.8483963012695312
15,A,pythia-12b-deduped,5.411623954772949
15,A,LLaMa-3.1-8B,4.745716094970703
15,A,Mistral-24B,3.396484375
15,B,GPT2,6.59029483795166
15,B,Mistral-7B,3.8483963012695312
15,B,pythia-12b-deduped,5.411623954772949
15,B,LLaMa-3.1-8B,4.745716094970703
15,B,Mistral-24B,3.396484375
15,C,GPT2,6.59029483795166
15,C,Mistral-7B,3.8483963012695312
15,C,pythia-12b-deduped,5.411623954772949
15,C,LLaMa-3.1-8B,4.745716094970703
15,C,Mistral-24B,3.396484375
15,D,GPT2,6.59029483795166
15,D,Mistral-7B,3.8483943939208975
15,D,pythia-12b-deduped,5.411623954772949
15,D,LLaMa-3.1-8B,4.745716094970703
15,D,Mistral-24B,3.396484375
16,A,GPT2,2.094670295715332
16,A,Mistral-7B,3.240234375
16,A,pythia-12b-deduped,1.902131199836731
16,A,LLaMa-3.1-8B,3.261585235595703
16,A,Mistral-24B,3.669921875
16,B,GPT2,2.4267983436584477
16,B,Mistral-7B,3.15625
16,B,pythia-12b-deduped,1.8998491764068604
16,B,LLaMa-3.1-8B,3.6737842559814453
16,B,Mistral-24B,3.810546875
16,C,GPT2,2.0998125076293945
16,C,Mistral-7B,2.662109375
16,C,pythia-12b-deduped,1.820625901222229
16,C,LLaMa-3.1-8B,3.2229549884796143
16,C,Mistral-24B,3.087890625
16,D,GPT2,2.359973907470703
16,D,Mistral-7B,3.685546875
16,D,pythia-12b-deduped,2.008636236190796
16,D,LLaMa-3.1-8B,4.0923566818237305
16,D,Mistral-24B,3.732421875
17,A,GPT2,2.071775436401367
17,A,Mistral-7B,2.76171875
17,A,pythia-12b-deduped,2.8383288383483887
17,A,LLaMa-3.1-8B,2.362663745880127
17,A,Mistral-24B,3.716796875
17,B,GPT2,2.036125659942627
17,B,Mistral-7B,2.578125
17,B,pythia-12b-deduped,2.5094423294067383
17,B,LLaMa-3.1-8B,2.4694769382476807
17,B,Mistral-24B,3.90625
17,C,GPT2,2.5270495414733887
17,C,Mistral-7B,3.0546875
17,C,pythia-12b-deduped,3.0504071712493896
17,C,LLaMa-3.1-8B,2.7817702293395996
17,C,Mistral-24B,4.21875
17,D,GPT2,2.40717887878418
17,D,Mistral-7B,3.677734375
17,D,pythia-12b-deduped,3.1415369510650635
17,D,LLaMa-3.1-8B,3.156430959701538
17,D,Mistral-24B,4.34765625
18,A,GPT2,1.6688272356987
18,A,Mistral-7B,1.8388671875
18,A,pythia-12b-deduped,1.964866816997528
18,A,LLaMa-3.1-8B,1.7171400785446167
18,A,Mistral-24B,1.63232421875
18,B,GPT2,1.4876070022583008
18,B,Mistral-7B,1.8173828125
18,B,pythia-12b-deduped,1.7666672468185425
18,B,LLaMa-3.1-8B,2.010401666164398
18,B,Mistral-24B,2.01513671875
18,C,GPT2,1.2603706121444702
18,C,Mistral-7B,1.44140625
18,C,pythia-12b-deduped,1.542888879776001
18,C,LLaMa-3.1-8B,1.4508345127105713
18,C,Mistral-24B,1.50634765625
18,D,GPT2,1.2539128065109253
18,D,Mistral-7B,1.396484375
18,D,pythia-12b-deduped,1.7085910439491272
18,D,LLaMa-3.1-8B,1.4299256801605225
18,D,Mistral-24B,1.63525390625
19,A,GPT2,4.734700441360474
19,A,Mistral-7B,4.575355529785156
19,A,pythia-12b-deduped,5.616521835327148
19,A,LLaMa-3.1-8B,4.9159128069877625
19,A,Mistral-24B,5.658203125
19,B,GPT2,5.116212368011475
19,B,Mistral-7B,6.707176208496094
19,B,pythia-12b-deduped,6.11945378780365
19,B,LLaMa-3.1-8B,6.0663498640060425
19,B,Mistral-24B,6.05078125
19,C,GPT2,4.64260470867157
19,C,Mistral-7B,5.159143447875977
19,C,pythia-12b-deduped,5.291499495506287
19,C,LLaMa-3.1-8B,5.02413809299469
19,C,Mistral-24B,5.5546875
19,D,GPT2,5.297160387039185
19,D,Mistral-7B,6.471916198730469
19,D,pythia-12b-deduped,6.178572654724121
19,D,LLaMa-3.1-8B,6.489600658416748
19,D,Mistral-24B,6.208984375
20,A,GPT2,5.798855870962143
20,A,Mistral-7B,5.4725341796875
20,A,pythia-12b-deduped,6.571021854877472
20,A,LLaMa-3.1-8B,6.274060696363449
20,A,Mistral-24B,6.415771484375
20,B,GPT2,6.108575701713562
20,B,Mistral-7B,5.93115234375
20,B,pythia-12b-deduped,6.873199701309204
20,B,LLaMa-3.1-8B,6.632582187652588
20,B,Mistral-24B,6.69921875
20,C,GPT2,5.971088707447052
20,C,Mistral-7B,5.4102783203125
20,C,pythia-12b-deduped,6.26853209733963
20,C,LLaMa-3.1-8B,5.844886392354965
20,C,Mistral-24B,6.180908203125
20,D,GPT2,5.912599444389343
20,D,Mistral-7B,5.827880859375
20,D,pythia-12b-deduped,6.357040047645569
20,D,LLaMa-3.1-8B,6.306042045354843
20,D,Mistral-24B,6.373046875
