passage_id,version,model,surprisal
11,B,Mistral-24B,6.9453125
11,C,GPT2,3.43826675415039
11,C,Mistral-7B,5.22265625
11,C,pythia-12b-deduped,4.839356422424316
11,C,LLaMa-3.1-8B,3.6003715991973877
11,C,Mistral-24B,4.75
11,D,GPT2,4.2299580574035645
11,D,Mistral-7B,5.171875
11,D,pythia-12b-deduped,4.998800277709961
11,D,LLaMa-3.1-8B,3.6311187744140625
11,D,Mistral-24B,4.94921875
12,A,GPT2,6.549280166625977
12,A,Mistral-7B,9.0078125
12,A,pythia-12b-deduped,7.874999523162842
12,A,LLaMa-3.1-8B,8.305521011352539
12,A,Mistral-24B,8.7109375
12,B,GPT2,6.592064380645752
12,B,Mistral-7B,8.953125
12,B,pythia-12b-deduped,7.704237461090088
12,B,LLaMa-3.1-8B,8.302152633666992
12,B,Mistral-24B,8.625
12,C,GPT2,6.150161743164063
12,C,Mistral-7B,7.27734375
12,C,pythia-12b-deduped,6.077609062194824
12,C,LLaMa-3.1-8B,6.55223274230957
12,C,Mistral-24B,7.9609375
12,D,GPT2,5.87310791015625
12,D,Mistral-7B,7.109375
12,D,pythia-12b-deduped,5.833043098449707
12,D,LLaMa-3.1-8B,6.603664398193359
12,D,Mistral-24B,7.9453125
13,A,GPT2,3.511894941329956
13,A,Mistral-7B,6.44921875
13,A,pythia-12b-deduped,5.87655782699585
13,A,LLaMa-3.1-8B,6.5424065589904785
13,A,Mistral-24B,5.35546875
13,B,GPT2,3.5961873531341557
13,B,Mistral-7B,6.58203125
13,B,pythia-12b-deduped,5.518204689025879
13,B,LLaMa-3.1-8B,6.43682336807251
13,B,Mistral-24B,5.5078125
13,C,GPT2,3.4208505153656006
13,C,Mistral-7B,4.24609375
13,C,pythia-12b-deduped,5.984263896942139
13,C,LLaMa-3.1-8B,4.790539264678955
13,C,Mistral-24B,5.1015625
13,D,GPT2,3.359792709350586
13,D,Mistral-7B,4.41015625
13,D,pythia-12b-deduped,5.748866558074951
13,D,LLaMa-3.1-8B,4.75526762008667
13,D,Mistral-24B,5.03515625
14,A,GPT2,4.392379760742188
14,A,Mistral-7B,4.62890625
14,A,pythia-12b-deduped,5.870104789733887
14,A,LLaMa-3.1-8B,5.88607931137085
14,A,Mistral-24B,4.6640625
14,B,GPT2,4.462027549743652
14,B,Mistral-7B,4.90234375
14,B,pythia-12b-deduped,5.8653435707092285
14,B,LLaMa-3.1-8B,5.986928462982178
14,B,Mistral-24B,4.80078125
14,C,GPT2,4.530601501464844
14,C,Mistral-7B,3.92578125
14,C,pythia-12b-deduped,5.766645431518555
14,C,LLaMa-3.1-8B,5.2966532707214355
14,C,Mistral-24B,4.85546875
14,D,GPT2,5.153003692626953
14,D,Mistral-7B,4.03125
14,D,pythia-12b-deduped,5.835509300231934
14,D,LLaMa-3.1-8B,5.566311359405518
14,D,Mistral-24B,5.0078125
15,A,GPT2,6.59029483795166
15,A,Mistral-7B,3.8503494262695312
15,A,pythia-12b-deduped,5.411623954772949
15,A,LLaMa-3.1-8B,4.745716094970703
15,A,Mistral-24B,3.396484375
15,B,GPT2,6.59029483795166
15,B,Mistral-7B,3.8503494262695312
15,B,pythia-12b-deduped,5.411623954772949
15,B,LLaMa-3.1-8B,4.745716094970703
15,B,Mistral-24B,3.396484375
15,C,GPT2,10.214137092232704
15,C,Mistral-7B,7.25732421875
15,C,pythia-12b-deduped,7.155026435852051
15,C,LLaMa-3.1-8B,7.604129448533058
15,C,Mistral-24B,8.277587890625
15,D,GPT2,10.21413391828537
15,D,Mistral-7B,7.25732421875
15,D,pythia-12b-deduped,7.155026435852051
15,D,LLaMa-3.1-8B,7.604130417108536
15,D,Mistral-24B,8.277587890625
16,A,GPT2,11.708122253417969
16,A,Mistral-7B,11.46875
16,A,pythia-12b-deduped,8.790871620178223
16,A,LLaMa-3.1-8B,10.741981506347656
16,A,Mistral-24B,10.46875
16,B,GPT2,11.298772811889648
16,B,Mistral-7B,11.2109375
16,B,pythia-12b-deduped,8.559839248657227
16,B,LLaMa-3.1-8B,10.651922225952148
16,B,Mistral-24B,10.5
16,C,GPT2,11.258856773376465
16,C,Mistral-7B,10.4140625
16,C,pythia-12b-deduped,9.536872863769531
16,C,LLaMa-3.1-8B,11.005001068115234
16,C,Mistral-24B,10.7578125
16,D,GPT2,11.055303573608398
16,D,Mistral-7B,10.296875
16,D,pythia-12b-deduped,9.588650703430176
16,D,LLaMa-3.1-8B,10.763837814331055
16,D,Mistral-24B,10.65625
17,A,GPT2,4.990347385406494
17,A,Mistral-7B,5.265625
17,A,pythia-12b-deduped,5.023800373077393
17,A,LLaMa-3.1-8B,5.528038501739502
17,A,Mistral-24B,4.61328125
17,B,GPT2,4.91208028793335
17,B,Mistral-7B,5.25
17,B,pythia-12b-deduped,4.985796928405762
17,B,LLaMa-3.1-8B,5.504384994506836
17,B,Mistral-24B,4.15625
17,C,GPT2,4.987005233764648
17,C,Mistral-7B,3.380859375
17,C,pythia-12b-deduped,3.5443081855773926
17,C,LLaMa-3.1-8B,3.5754897594451904
17,C,Mistral-24B,3.689453125
17,D,GPT2,5.306293964385986
17,D,Mistral-7B,3.564453125
17,D,pythia-12b-deduped,3.695578813552856
17,D,LLaMa-3.1-8B,3.552326202392578
17,D,Mistral-24B,3.572265625
18,A,GPT2,0.5243327617645264
18,A,Mistral-7B,0.5009765625
18,A,pythia-12b-deduped,0.4921942949295044
18,A,LLaMa-3.1-8B,0.37374603748321533
18,A,Mistral-24B,0.264404296875
18,B,GPT2,0.4777445793151855
18,B,Mistral-7B,0.5009765625
18,B,pythia-12b-deduped,0.4872840344905853
18,B,LLaMa-3.1-8B,0.38201165199279785
18,B,Mistral-24B,0.26171875
18,C,GPT2,0.8107330799102783
18,C,Mistral-7B,0.5205078125
18,C,pythia-12b-deduped,0.4760064780712127
18,C,LLaMa-3.1-8B,0.4660210609436035
18,C,Mistral-24B,0.321533203125
18,D,GPT2,0.6506824493408203
18,D,Mistral-7B,0.505859375
18,D,pythia-12b-deduped,0.4148187339305877
18,D,LLaMa-3.1-8B,0.4421033263206482
18,D,Mistral-24B,0.31884765625
19,A,GPT2,3.494313716888428
19,A,Mistral-7B,5.065277099609375
19,A,pythia-12b-deduped,4.374016761779785
19,A,LLaMa-3.1-8B,5.281197547912598
19,A,Mistral-24B,5.47265625
19,B,GPT2,3.459814548492432
19,B,Mistral-7B,4.42236328125
19,B,pythia-12b-deduped,4.219888687133789
19,B,LLaMa-3.1-8B,4.879303455352783
19,B,Mistral-24B,5.0234375
19,C,GPT2,3.844363212585449
19,C,Mistral-7B,6.4722900390625
19,C,pythia-12b-deduped,4.413730621337891
19,C,LLaMa-3.1-8B,5.35310173034668
19,C,Mistral-24B,6.55078125
19,D,GPT2,4.12288761138916
19,D,Mistral-7B,5.259765625
19,D,pythia-12b-deduped,4.563928604125977
19,D,LLaMa-3.1-8B,5.089118003845215
19,D,Mistral-24B,6.109375
20,A,GPT2,5.402310371398926
20,A,Mistral-7B,5.60546875
20,A,pythia-12b-deduped,6.323087692260742
20,A,LLaMa-3.1-8B,5.650913238525391
20,A,Mistral-24B,5.73046875
20,B,GPT2,5.185143947601318
20,B,Mistral-7B,5.734375
20,B,pythia-12b-deduped,6.376664638519287
20,B,LLaMa-3.1-8B,5.696987628936768
20,B,Mistral-24B,5.86328125
20,C,GPT2,5.587827682495117
20,C,Mistral-7B,6.01953125
20,C,pythia-12b-deduped,6.0244879722595215
20,C,LLaMa-3.1-8B,5.92603063583374
20,C,Mistral-24B,6.80078125
20,D,GPT2,5.313722133636475
20,D,Mistral-7B,6.1640625
20,D,pythia-12b-deduped,5.974071502685547
20,D,LLaMa-3.1-8B,6.213438987731934
20,D,Mistral-24B,7.21484375
