study,version,passage_num,passage_key,question_num,question_id,question,generated_answer,passage_text,passage_file,judge_score,judge_reasoning,is_correct,correct_answer
study3,B,2,02,1,1,What had the boy broken?,Finger,"Karen had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday. She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find that 1 carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long. Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents. Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked 2 Karen brought him a game and told him to press the buzzer if he needed anything. Then she went out and started to clean up the emergency room.  She wanted to straighten things up before she went off duty. Just before she left, the boy's parents arrived and Karen told them that everything was fine.  They wanted to know whether 3",2.txt,1.0,The generated answer 'Finger' is factually equivalent to the correct answer 'finger'. Differences in capitalization are disregarded.,True,finger
study3,B,2,02,2,2,What had the boy asked for?,A game,"Karen had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday. She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find that 1 carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long. Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents. Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked 2 Karen brought him a game and told him to press the buzzer if he needed anything. Then she went out and started to clean up the emergency room.  She wanted to straighten things up before she went off duty. Just before she left, the boy's parents arrived and Karen told them that everything was fine.  They wanted to know whether 3",2.txt,1.0,The generated answer 'A game' contains the required factual element 'game'. The inclusion of the indefinite article 'A' is acceptable in this context.,True,game
study3,C,2,02,1,1,What had the boy broken?,A finger,"Karen had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday. She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find that 1 carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long. Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents. Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked 2 Karen brought him a game and told him to press the buzzer if he needed anything. Then she went out and started to clean up the emergency room.  She wanted to straighten things up before she went off duty. Just before she left, the boy's parents arrived and Karen told them that everything was fine.  They wanted to know whether 3",2.txt,1.0,The generated answer 'A finger' is substantively correct and refers to the same object as the correct answer 'finger'. The inclusion of the article does not change the factual meaning.,True,finger
study3,C,2,02,2,2,What had the boy asked for?,A game,"Karen had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday. She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find that 1 carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long. Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents. Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked 2 Karen brought him a game and told him to press the buzzer if he needed anything. Then she went out and started to clean up the emergency room.  She wanted to straighten things up before she went off duty. Just before she left, the boy's parents arrived and Karen told them that everything was fine.  They wanted to know whether 3",2.txt,1.0,The generated answer 'A game' is substantively correct and refers to the same object as the correct answer 'game'. The inclusion of the article does not change the factual meaning.,True,game
study3,D,2,02,1,1,What had the boy broken?,Finger,"Karen had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday. She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find that 1 carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long. Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents. Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked 2 Karen brought him a game and told him to press the buzzer if he needed anything. Then she went out and started to clean up the emergency room.  She wanted to straighten things up before she went off duty. Just before she left, the boy's parents arrived and Karen told them that everything was fine.  They wanted to know whether 3",2.txt,1.0,"The generated answer 'Finger' is substantively identical to the correct answer 'finger'. The difference is only in capitalization, which does not impact the factual accuracy.",True,finger
study3,D,2,02,2,2,What had the boy asked for?,A game,"Karen had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday. She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find that 1 carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long. Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents. Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked 2 Karen brought him a game and told him to press the buzzer if he needed anything. Then she went out and started to clean up the emergency room.  She wanted to straighten things up before she went off duty. Just before she left, the boy's parents arrived and Karen told them that everything was fine.  They wanted to know whether 3",2.txt,1.0,"The generated answer 'A game' accurately identifies the item requested, 'game'. The inclusion of the indefinite article 'A' is a minor syntactic difference and does not detract from the factual correctness.",True,game
study3,A,3,03,1,1,What did the famous actress give Nora?,A ticket to her show,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,"The generated answer contains the core correct information (""ticket"") and is functionally equivalent to the correct answer, even though it includes slightly more descriptive detail (""to her show"").",True,ticket
study3,A,3,03,2,2,What did Nora find under the plates?,A wallet,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,"The generated answer ""A wallet"" accurately identifies the item and matches the core correct answer ""wallet.""",True,wallet
study3,B,3,03,1,1,What did the famous actress give Nora?,A ticket to her show,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,The generated answer includes the correct core information ('ticket'). The added descriptive context ('to her show') is highly relevant and does not negate the accuracy of the required noun.,True,ticket
study3,B,3,03,2,2,What did Nora find under the plates?,A wallet,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,"The generated answer provides the exact correct object ('wallet'), differing only by the inclusion of the indefinite article 'A'.",True,wallet
study3,C,3,03,1,1,What did the famous actress give Nora?,A ticket to her show,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,"The generated answer 'A ticket to her show' accurately includes the core factual element 'ticket', which matches the correct answer. The additional context ('to her show') does not invalidate the answer.",True,ticket
study3,C,3,03,2,2,What did Nora find under the plates?,A wallet,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,The generated answer 'A wallet' is a direct and accurate match for the correct answer 'wallet'.,True,wallet
study3,D,3,03,1,1,What did the famous actress give Nora?,A ticket to her show,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,"The generated answer 'A ticket to her show' includes the essential keyword 'ticket,' which is the required correct answer. The additional descriptive phrase is considered acceptable elaboration.",True,ticket
study3,D,3,03,2,2,What did Nora find under the plates?,A wallet,"Nora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her. Nora told her that she too was an actress and that she was a great admirer of hers. The woman thanked Nora and promptly gave 1 the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could. Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables. She started stacking plates on a cart to carry to the kitchen.  While she 2 stuck under some plates.  She placed the wallet in the lost-and-found box and returned to her work. After the restaurant closed, Nora sat and had a cup of coffee.  She was tired and glad she could finally sit.  Nora had been working for eight hours and she needed a break. Another waitress joined Nora and asked her 3",3.txt,1.0,The generated answer 'A wallet' is a conceptual and lexical match for the correct answer 'wallet.',True,wallet
study3,A,4,04,1,1,What had been broken in the shop?,A vase,"Martha had been working as a sales clerk in a small gift shop for only a few weeks when the manager asked her to take over as the head sales clerk during the day shift.  One morning when she came in, she 1 had been broken.  Martha figured that the night girl had broken and failed to replace the vase because the shop had been very busy lately.  The shop had also been very busy during the day, and it was hard for Martha to take care of all the customers at once.  Martha found that she had to help one customer and then immediately turn to another.  Martha told the manager that she really needed some help during the day because she was probably losing customers since she couldn't help everyone.  The manager agreed with Martha and told her he would try and get some help for her.  Martha wanted to get somebody for the next day. However, she also knew she should take an inventory before the manager hired somebody.  The shop had many expensive things and Martha wanted to make sure nothing was missing.  While checking the 2 was missing.  Martha figured that a customer must have stolen the watch while the shop was busy.  She continued her inventory and was pleased that nothing else was missing.  By five o'clock, Martha was really tired and glad she was going home.  She put on her coat and headed for the door.  Just then, the manager called to tell her that he had just hired someone.  He also asked her if 3",4.txt,1.0,The generated answer 'A vase' is factually correct and semantically matches the correct answer 'vase'. The inclusion of the indefinite article 'A' is acceptable.,True,vase
