study,version,passage_num,passage_key,question_num,question_id,question,generated_answer,passage_text,passage_file,judge_score,judge_reasoning,is_correct,correct_answer
study3,B,2,02,1,1,What had the boy broken?,The finger.,"The Minor InjuryKaren had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday.  She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find thatthe boy had broken anything.carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long.  Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents.  Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked the boy had asked for anything.Karen brought him a game and told him topress the buzzer if he needed anything.  Then she went out and started to cleanup the emergency room.  She wanted tostraighten things up before she went off duty.Just before she left, the boy's parentsarrived and Karen told them that everythingwas fine.  They wanted to know whether3her for a game to play while he waited.  ",2.txt,1.0,The generated answer identifies the correct broken object ('finger'). The addition of the definite article ('The') does not change the essential correctness of the response.,True,finger
study3,B,2,02,2,2,What had the boy asked for?,A game to play while he waited.,"The Minor InjuryKaren had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday.  She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find thatthe boy had broken anything.carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long.  Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents.  Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked the boy had asked for anything.Karen brought him a game and told him topress the buzzer if he needed anything.  Then she went out and started to cleanup the emergency room.  She wanted tostraighten things up before she went off duty.Just before she left, the boy's parentsarrived and Karen told them that everythingwas fine.  They wanted to know whether3her for a game to play while he waited.  ",2.txt,1.0,"The generated answer contains the core item requested ('game'). Although it provides additional context ('to play while he waited'), the core information matches the correct answer.",True,game
study3,C,2,02,1,1,What had the boy broken?,It appeared to be a finger.,"The Patient's RequestKaren had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday.  She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find thatthe boy had broken anything.carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long.  Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents.  Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked the boy had asked for anything.Karen brought him a game and told him topress the buzzer if he needed anything.  Then she went out and started to cleanup the emergency room.  She wanted tostraighten things up before she went off duty.Just before she left, the boy's parentsarrived and Karen told them that everythingwas fine.  They wanted to know whether3only a finger was broken.  Karen ",2.txt,1.0,"The generated answer 'It appeared to be a finger' correctly identifies the object broken as a 'finger', matching the core information in the correct answer.",True,finger
study3,C,2,02,2,2,What had the boy asked for?,He asked for a game.,"The Patient's RequestKaren had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday.  She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find thatthe boy had broken anything.carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long.  Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents.  Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked the boy had asked for anything.Karen brought him a game and told him topress the buzzer if he needed anything.  Then she went out and started to cleanup the emergency room.  She wanted tostraighten things up before she went off duty.Just before she left, the boy's parentsarrived and Karen told them that everythingwas fine.  They wanted to know whether3only a finger was broken.  Karen ",2.txt,1.0,"The generated answer 'He asked for a game' correctly identifies the item requested as 'game', which is a direct match to the correct answer.",True,game
study3,D,2,02,1,1,What had the boy broken?,His finger.,"The Patient's RequestKaren had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday.  She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find thatthe boy had broken anything.carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long.  Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents.  Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked the boy had asked for anything.Karen brought him a game and told him topress the buzzer if he needed anything.  Then she went out and started to cleanup the emergency room.  She wanted tostraighten things up before she went off duty.Just before she left, the boy's parentsarrived and Karen told them that everythingwas fine.  They wanted to know whether3her for a game to play while he waited.  ",2.txt,1.0,The generated answer 'His finger' accurately identifies the object broken ('finger') found in the correct answer. The meaning is identical.,True,finger
study3,D,2,02,2,2,What had the boy asked for?,A game to play while he waited.,"The Patient's RequestKaren had been working in the emergency room since she had become a nurse several years ago.  She loved working in the emergency room because she found the work interesting and she felt useful.  She especially liked working on Sundays because she could relax.  Unfortunately, Karen had plenty of work this Sunday.  She was just about to take a break when she watched the police bring in a young boy.  She knew he was hurt so she rushed to help him; she was relieved to find thatthe boy had broken anything.carefully set the finger and gave him a sedative.  Then she called his parents and told them not to worry.  Karen was happy to see that the boy had fallen asleep.  She went out to the lobby and waited for the parents, knowing she would have a long wait.  The parents had told her that the drive was an hour long.  Karen sat back in a chair and hoped no more people would come in while she waited.  She was tired of treating people hurt in otherwise preventable accidents.  Karen went back to check on the boy and was glad to see that he was still sleeping.  Then she went to the kitchen to get a cup of coffee.  When she returned, the boy was awake, and asked the boy had asked for anything.Karen brought him a game and told him topress the buzzer if he needed anything.  Then she went out and started to cleanup the emergency room.  She wanted tostraighten things up before she went off duty.Just before she left, the boy's parentsarrived and Karen told them that everythingwas fine.  They wanted to know whether3her for a game to play while he waited.  ",2.txt,1.0,"The generated answer 'A game to play while he waited' correctly includes the core requested item ('game'), matching the correct answer, although it provides additional context.",True,game
study3,A,3,03,1,1,What did the famous actress give Nora?,The ticket to her very first show.,"The Unusual TipNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3her a ticket to her show.  Nora slipped ",3.txt,0.0,"The core word 'ticket' is present, but the generated answer includes significant unnecessary elaboration ('The... to her very first show') which deviates from the concise correct answer.",False,ticket
study3,A,3,03,2,2,What did Nora find under the plates?,The ticket to her show!,"The Unusual TipNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3her a ticket to her show.  Nora slipped ",3.txt,0.0,The generated answer ('The ticket to her show!') does not match the required correct answer ('wallet'). They refer to different objects.,False,wallet
study3,B,3,03,1,1,What did the famous actress give Nora?,A ticket to the show.,"The Unusual TipNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3was cleaning tables, Nora found a wallet ",3.txt,1.0,"The generated answer provides the exact core information ('ticket') required by the correct answer, simply adding context ('A ticket to the show'). This is considered a full match for comprehension evaluation.",True,ticket
study3,B,3,03,2,2,What did Nora find under the plates?,a wallet,"The Unusual TipNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3was cleaning tables, Nora found a wallet ",3.txt,1.0,The generated answer ('a wallet') is semantically identical to the correct answer ('wallet').,True,wallet
study3,C,3,03,1,1,What did the famous actress give Nora?,A ticket to the show.,"The Forgotten ItemNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3her a ticket to her show.  Nora slipped ",3.txt,1.0,"The generated answer, 'A ticket to the show,' is semantically equivalent to the correct answer, 'ticket.' It provides the core factual information required to answer the question.",True,ticket
study3,C,3,03,2,2,What did Nora find under the plates?,The ticket.,"The Forgotten ItemNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3her a ticket to her show.  Nora slipped ",3.txt,0.0,The generated answer ('The ticket') is incorrect as it identifies the wrong item. The correct answer is 'wallet.',False,wallet
study3,D,3,03,1,1,What did the famous actress give Nora?,A ticket into the theater.,"The Forgotten ItemNora had been living in New York for two years while she waited for her big break as an actress.  During the day she attended acting classes and auditions, and at night she was a waitress in a small restaurant just off Broadway.  One night several cast members from the show in the theater down the street came in for dinner.  Nora recognized one of the women as the lead actress.  She worked up enough courage and went over to her.  Nora told her that she too was an actress and that she was a great admirer of hers.  The woman thanked Nora and promptly gave what the famous actress had given her.the ticket into her pocket and went off to fill their orders.  Nora noticed that the restaurant filled up with customers quickly and before long, she had a line of people waiting for tables.  Nora was already tired from being in class all day but she still enjoyed her job.  Not only did it provide her with a little money, but it also gave her a chance to meet some famous people.  Nora realized that getting acting jobs was difficult without making connections, so she needed to meet all the famous people that she could.  Eventually, Nora saw that the restaurant was beginning to quiet down and she started cleaning some of the tables.She started stacking plates on a cartto carry to the kitchen.  While shewhat she had found under the plates.stuck under some plates.  She placedthe wallet in the lost-and-found boxand returned to her work. After therestaurant closed, Nora sat and had a cupof coffee.  She was tired and glad shecould finally sit.  Nora had been workingfor eight hours and she needed a break.Another waitress joined Nora and asked her3was cleaning tables, Nora found a wallet ",3.txt,1.0,"The generated answer provides the correct essential item, 'ticket.' The additional context ('A... into the theater') is accurate and does not detract from the correctness of the answer.",True,ticket
